Count of Stolen Animals,Type of Animal,Borough,Type Of Offence,Animal Recovered,Year and Month
1,Dog,Harrow,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Brent,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Harrow,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Camden,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Camden,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Ealing,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Islington,Burglary,Not Recovered,Aug-2021
1,Cat,Camden,Theft and Handling,Not Recovered,Aug-2021
1,Mammal (exc Cat and Dog),Islington,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Islington,Burglary,Not Recovered,Aug-2021
1,Cat,Haringey,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Southwark,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Southwark,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Southwark,Burglary,Not Recovered,Aug-2021
1,Cat,Lewisham,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Lewisham,Burglary,Not Recovered,Aug-2021
1,Mammal (exc Cat and Dog),Bromley,Burglary,Not Recovered,Aug-2021
1,Dog,Bromley,Theft and Handling,Recovered,Aug-2021
1,Dog,Greenwich,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Greenwich,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Greenwich,Theft and Handling,Not Recovered,Aug-2021
1,Bird,Croydon,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Croydon,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Croydon,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Redbridge,Burglary,Not Recovered,Aug-2021
1,Dog,Redbridge,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Redbridge,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Barking and Dagenham,Theft and Handling,Recovered,Aug-2021
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Barking and Dagenham,Burglary,Not Recovered,Aug-2021
1,Cat,Enfield,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Enfield,Burglary,Not Recovered,Aug-2021
1,Cat,Newham,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Havering,Theft and Handling,Not Recovered,Aug-2021
1,Cat,Westminster,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Westminster,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Jul-2021
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Aug-2021
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Sep-2021
1,Cat,Wandsworth,Theft and Handling,Not Recovered,Sep-2021
2,Cat,Wandsworth,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Kingston upon Thames,Theft and Handling,Recovered,Sep-2021
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Richmond upon Thames,Theft and Handling,Recovered,Sep-2021
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Hillingdon,Robbery,Not Recovered,Sep-2021
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Sep-2021
2,Dog,Lambeth,Theft and Handling,Recovered,Sep-2021
1,Dog,Merton,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Brent,Burglary,Not Recovered,Sep-2021
1,Cat,Brent,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Harrow,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Barnet,Theft and Handling,Not Recovered,Sep-2021
1,Cat,Barnet,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Barnet,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Barnet,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Ealing,Theft and Handling,Not Recovered,Sep-2021
3,Cat,Ealing,Theft and Handling,Not Recovered,Sep-2021
14,Bird,Ealing,Burglary,Not Recovered,Sep-2021
1,Cat,Islington,Theft and Handling,Not Recovered,Sep-2021
3,Cat,Haringey,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Haringey,Theft and Handling,Not Recovered,Sep-2021
1,Cat,Haringey,Theft and Handling,Not Recovered,Sep-2021
6,Dog,Southwark,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Bromley,Theft and Handling,Recovered,Sep-2021
1,Cat,Croydon,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Croydon,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Bexley,Other Notifiable Offences,Not Recovered,Sep-2021
1,Dog,Bexley,Theft and Handling,Recovered,Sep-2021
1,Dog,Bexley,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Sutton,Other Notifiable Offences,Not Recovered,Sep-2021
2,Cat,Sutton,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Redbridge,Burglary,Not Recovered,Sep-2021
2,Dog,Hackney,Theft and Handling,Not Recovered,Sep-2021
2,Cat,Hackney,Theft and Handling,Not Recovered,Sep-2021
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Waltham Forest,Burglary,Not Recovered,Sep-2021
1,Dog,Waltham Forest,Burglary,Not Recovered,Sep-2021
5,Mammal (exc Cat and Dog),Barking and Dagenham,Violence Against the Person,Recovered,Sep-2021
1,Cat,Enfield,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Enfield,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Enfield,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Newham,Burglary,Not Recovered,Sep-2021
1,Cat,Newham,Theft and Handling,Not Recovered,Sep-2021
1,Bird,Newham,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Newham,Theft and Handling,Not Recovered,Sep-2021
25,Fish,Havering,Theft and Handling,Not Recovered,Sep-2021
1,Bird,Havering,Burglary,Not Recovered,Sep-2021
1,Cat,Kensington and Chelsea,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Sep-2021
1,Cat,Westminster,Theft and Handling,Not Recovered,Sep-2021
1,Cat,Westminster,Burglary,Not Recovered,Sep-2021
1,Cat,Westminster,Theft and Handling,Not Recovered,Sep-2021
1,Mammal (exc Cat and Dog),Croydon,Theft and Handling,Not Recovered,Sep-2021
1,Cat,Hackney,Theft and Handling,Not Recovered,Sep-2021
1,Dog,Hounslow,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Hounslow,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Richmond upon Thames,Violence Against the Person,Not Recovered,Oct-2021
12,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Oct-2021
2,Dog,Hillingdon,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Oct-2021
2,Mammal (exc Cat and Dog),Hillingdon,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Lambeth,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Lambeth,Burglary,Not Recovered,Oct-2021
1,Cat,Merton,Criminal Damage,Not Recovered,Oct-2021
1,Dog,Merton,Burglary,Not Recovered,Oct-2021
1,Dog,Merton,Burglary,Not Recovered,Oct-2021
1,Dog,Camden,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Camden,Theft and Handling,Recovered,Oct-2021
1,Dog,Camden,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Camden,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Ealing,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Islington,Theft and Handling,Recovered,Oct-2021
1,Cat,Islington,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Islington,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Haringey,Theft and Handling,Recovered,Oct-2021
1,Cat,Haringey,Burglary,Not Recovered,Oct-2021
1,Dog,Southwark,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Lewisham,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Lewisham,Violence Against the Person,Not Recovered,Oct-2021
1,Cat,Lewisham,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Bromley,Burglary,Not Recovered,Oct-2021
1,Cat,Bromley,Criminal Damage,Not Recovered,Oct-2021
1,Dog,Greenwich,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Croydon,Violence Against the Person,Not Recovered,Oct-2021
1,Cat,Croydon,Criminal Damage,Not Recovered,Oct-2021
2,Cat,Croydon,Burglary,Not Recovered,Oct-2021
1,Mammal (exc Cat and Dog),Croydon,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Croydon,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Croydon,Robbery,Not Recovered,Oct-2021
1,Cat,Bexley,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Tower Hamlets,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Hackney,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Hackney,Theft and Handling,Not Recovered,Oct-2021
1,Mammal (exc Cat and Dog),Hackney,Theft and Handling,Not Recovered,Oct-2021
3,Mammal (exc Cat and Dog),Barking and Dagenham,Theft and Handling,Recovered,Oct-2021
1,Mammal (exc Cat and Dog),Enfield,Burglary,Recovered,Oct-2021
3,Cat,Newham,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Newham,Theft and Handling,Not Recovered,Oct-2021
30,Bird,Newham,Burglary,Not Recovered,Oct-2021
1,Dog,Havering,Robbery,Not Recovered,Oct-2021
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Westminster,Theft and Handling,Not Recovered,Oct-2021
1,Cat,Westminster,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Enfield,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Wandsworth,Burglary,Not Recovered,Nov-2021
1,Bird,Hounslow,Burglary,Not Recovered,Nov-2021
1,Cat,Hounslow,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Nov-2021
1,Fish,Hillingdon,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Merton,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Brent,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Camden,Theft and Handling,Not Recovered,Nov-2021
1,Fish,Camden,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Barnet,Other Notifiable Offences,Not Recovered,Nov-2021
1,Dog,Barnet,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Barnet,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Barnet,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Ealing,Theft and Handling,Recovered,Nov-2021
1,Mammal (exc Cat and Dog),Ealing,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Ealing,Theft and Handling,Recovered,Nov-2021
1,Cat,Ealing,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Ealing,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Haringey,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Southwark,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Southwark,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Lewisham,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Bromley,Robbery,Recovered,Nov-2021
1,Dog,Greenwich,Theft and Handling,Not Recovered,Nov-2021
1,Mammal (exc Cat and Dog),Greenwich,Burglary,Not Recovered,Nov-2021
1,Dog,Croydon,Theft and Handling,Not Recovered,Nov-2021
4,Dog,Croydon,Burglary,Not Recovered,Nov-2021
1,Dog,Bexley,Burglary,Not Recovered,Nov-2021
1,Dog,Bexley,Burglary,Not Recovered,Nov-2021
1,Bird,Sutton,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Tower Hamlets,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Tower Hamlets,Robbery,Not Recovered,Nov-2021
1,Dog,Redbridge,Other Notifiable Offences,Not Recovered,Nov-2021
1,Dog,Redbridge,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Hackney,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Enfield,Burglary,Not Recovered,Nov-2021
11,Bird,Havering,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Havering,Theft and Handling,Not Recovered,Nov-2021
1,Fish,Havering,Theft and Handling,Not Recovered,Nov-2021
1,Dog,Hammersmith and Fulham,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Hounslow,Theft and Handling,Recovered,Sep-2021
1,Cat,Waltham Forest,Theft and Handling,Not Recovered,Nov-2021
1,Cat,Wandsworth,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Wandsworth,Burglary,Recovered,Dec-2021
1,Dog,Wandsworth,Burglary,Not Recovered,Dec-2021
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Hounslow,Theft and Handling,Recovered,Dec-2021
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Dec-2021
2,Dog,Hillingdon,Burglary,Recovered,Dec-2021
1,Dog,Lambeth,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Lambeth,Theft and Handling,Not Recovered,Dec-2021
1,Cat,Lambeth,Burglary,Not Recovered,Dec-2021
1,Dog,Lambeth,Burglary,Recovered,Dec-2021
2,Dog,Merton,Robbery,Not Recovered,Dec-2021
1,Dog,Merton,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Brent,Burglary,Not Recovered,Dec-2021
1,Dog,Brent,Theft and Handling,Not Recovered,Dec-2021
2,Cat,Camden,Theft and Handling,Not Recovered,Dec-2021
4,Cat,Harrow,Robbery,Not Recovered,Dec-2021
1,Cat,Barnet,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Islington,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Islington,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Haringey,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Southwark,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Lewisham,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Bromley,Theft and Handling,Recovered,Dec-2021
1,Dog,Bromley,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Greenwich,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Greenwich,Theft and Handling,Recovered,Dec-2021
1,Mammal (exc Cat and Dog),Bexley,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Bexley,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Redbridge,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Hackney,Theft and Handling,Not Recovered,Dec-2021
1,Cat,Hackney,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Enfield,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Enfield,Theft and Handling,Recovered,Dec-2021
1,Cat,Newham,Theft and Handling,Not Recovered,Dec-2021
1,Bird,Havering,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Havering,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Havering,Theft and Handling,Not Recovered,Dec-2021
2,Mammal (exc Cat and Dog),Havering,Theft and Handling,Not Recovered,Dec-2021
1,Cat,Kensington and Chelsea,Burglary,Not Recovered,Dec-2021
2,Cat,Haringey,Theft and Handling,Not Recovered,Oct-2021
1,Dog,Greenwich,Theft and Handling,Not Recovered,Dec-2021
1,Dog,Hammersmith and Fulham,Theft and Handling,Recovered,Mar-2021
1,Dog,Wandsworth,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Kingston upon Thames,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Richmond upon Thames,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Lambeth,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Merton,Theft and Handling,Recovered,Jan-2022
1,Dog,Harrow,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Lewisham,Other Notifiable Offences,Recovered,Jan-2022
1,Dog,Camden,Burglary,Not Recovered,Jan-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Islington,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Southwark,Theft and Handling,Not Recovered,Jan-2022
2,Cat,Lewisham,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Bromley,Theft and Handling,Recovered,Jan-2022
1,Mammal (exc Cat and Dog),Croydon,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Croydon,Burglary,Not Recovered,Jan-2022
1,Dog,Croydon,Burglary,Not Recovered,Jan-2022
1,Dog,Croydon,Burglary,Not Recovered,Jan-2022
1,Dog,Croydon,Violence Against the Person,Not Recovered,Jan-2022
1,Dog,Bexley,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Bexley,Theft and Handling,Recovered,Jan-2022
1,Bird,Bexley,Burglary,Not Recovered,Jan-2022
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Jan-2022
4,Dog,Hackney,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Waltham Forest,Theft and Handling,Recovered,Jan-2022
1,Reptile,Barking and Dagenham,Burglary,Not Recovered,Jan-2022
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Enfield,Theft and Handling,Recovered,Jan-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Jan-2022
2,Dog,Enfield,Burglary,Not Recovered,Jan-2022
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Newham,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Jan-2022
1,Mammal (exc Cat and Dog),Havering,Theft and Handling,Recovered,Jan-2022
1,Dog,Havering,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Havering,Theft and Handling,Not Recovered,Jan-2022
2,Mammal (exc Cat and Dog),Kensington and Chelsea,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Hammersmith and Fulham,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Westminster,Theft and Handling,Not Recovered,Jan-2022
1,Cat,Westminster,Theft and Handling,Recovered,Jan-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Jan-2022
1,Dog,Wandsworth,Theft and Handling,Recovered,Feb-2022
1,Cat,Hounslow,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Hounslow,Theft and Handling,Recovered,Feb-2022
1,Dog,Hounslow,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Lambeth,Theft and Handling,Recovered,Feb-2022
1,Dog,Merton,Burglary,Not Recovered,Feb-2022
1,Reptile,Harrow,Burglary,Not Recovered,Feb-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Islington,Theft and Handling,Not Recovered,Feb-2022
1,Bird,Islington,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Haringey,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Lewisham,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Lewisham,Violence Against the Person,Not Recovered,Feb-2022
1,Dog,Lewisham,Theft and Handling,Not Recovered,Feb-2022
1,Cat,Bromley,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Greenwich,Burglary,Recovered,Feb-2022
1,Cat,Greenwich,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Greenwich,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Feb-2022
1,Cat,Bexley,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Feb-2022
1,Cat,Barking and Dagenham,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Enfield,Burglary,Not Recovered,Feb-2022
3,Cat,Newham,Burglary,Not Recovered,Feb-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Newham,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Havering,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Havering,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Havering,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Feb-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Feb-2022
1,Cat,Westminster,Theft and Handling,Not Recovered,Feb-2022
1,Cat,Richmond upon Thames,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Lambeth,Theft and Handling,Not Recovered,Mar-2022
1,Cat,Merton,Theft and Handling,Not Recovered,Mar-2022
2,Dog,Merton,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Merton,Burglary,Not Recovered,Mar-2022
1,Cat,Brent,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Brent,Theft and Handling,Not Recovered,Mar-2022
3,Insect,Brent,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Harrow,Theft and Handling,Recovered,Mar-2022
1,Cat,Barnet,Theft and Handling,Not Recovered,Mar-2022
1,Cat,Barnet,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Islington,Theft and Handling,Not Recovered,Mar-2022
1,Cat,Haringey,Theft and Handling,Not Recovered,Mar-2022
1,Cat,Southwark,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Lewisham,Theft and Handling,Recovered,Mar-2022
1,Dog,Croydon,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Croydon,Burglary,Not Recovered,Mar-2022
1,Dog,Croydon,Burglary,Not Recovered,Mar-2022
2,Dog,Bexley,Theft and Handling,Recovered,Mar-2022
1,Dog,Bexley,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Sutton,Burglary,Not Recovered,Mar-2022
1,Dog,Sutton,Burglary,Not Recovered,Mar-2022
1,Dog,Tower Hamlets,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Redbridge,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Hackney,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Hackney,Burglary,Not Recovered,Mar-2022
1,Dog,Waltham Forest,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Barking and Dagenham,Burglary,Not Recovered,Mar-2022
1,Dog,Barking and Dagenham,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Mar-2022
1,Cat,Enfield,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Enfield,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Newham,Violence Against the Person,Recovered,Mar-2022
1,Cat,Havering,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Havering,Theft and Handling,Recovered,Mar-2022
1,Dog,Havering,Burglary,Not Recovered,Mar-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Mar-2022
1,Cat,Kensington and Chelsea,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Kensington and Chelsea,Theft and Handling,Not Recovered,Mar-2022
1,Mammal (exc Cat and Dog),Hammersmith and Fulham,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Westminster,Theft and Handling,Not Recovered,Mar-2022
1,Dog,Westminster,Theft and Handling,Not Recovered,Mar-2022
1,Cat,Kingston upon Thames,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Richmond upon Thames,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Richmond upon Thames,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Hillingdon,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Hillingdon,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Lambeth,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Lambeth,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Lambeth,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Merton,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Brent,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Camden,Other Notifiable Offences,Not Recovered,Apr-2022
2,Insect,Barnet,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Ealing,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Ealing,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Islington,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Haringey,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Haringey,Theft and Handling,Not Recovered,Apr-2022
1,Reptile,Haringey,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Southwark,Burglary,Not Recovered,Apr-2022
1,FIsh,Lewisham,Burglary,Not Recovered,Apr-2022
1,Dog,Bromley,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Lewisham,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Lewisham,Robbery,Not Recovered,Apr-2022
12,Fish,Bromley,Theft and Handling,Not Recovered,Apr-2022
1,Cat,Croydon,Theft and Handling,Not Recovered,Apr-2022
1,Dog,Bexley,Theft and Handling,Not Recovered,Apr-2022
2,Dog,Bexley,Theft and Handling,Not Recovered,Apr-2022
2,Dog,Sutton,Theft and Handling,Not Recovered,Apr-2022
